county,State,per capita income,median household income,median family income,population,number of households,County_State,Counts,website_count,OrganicYN,BakedgoodsYN,CheeseYN,CraftsYN,FlowersYN,EggsYN,SeafoodYN,HerbsYN,VegetablesYN,HoneyYN,JamsYN,MapleYN,MeatYN,NurseryYN,NutsYN,PlantsYN,PoultryYN,PreparedYN,SoapYN,TreesYN,WineYN,CoffeeYN,BeansYN,FruitsYN,GrainsYN,JuicesYN,MushroomsYN,PetFoodYN,TofuYN,WildHarvestedYN
Washington,Minnesota,"$36,706 ","$81,540 ","$94,263 ","241,315","88,947","Washington, Minnesota",5,3,0.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Stafford,Virginia,"$36,574 ","$97,110 ","$106,322 ","131,885","42,178","Stafford, Virginia",4,2,0.0,4.0,1.0,2.0,3.0,4.0,0.0,3.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0
Oakland,Michigan,"$36,458 ","$65,594 ","$84,182 ","1,213,406","486,332","Oakland, Michigan",27,21,6.0,23.0,11.0,18.0,18.0,20.0,2.0,21.0,23.0,22.0,20.0,17.0,13.0,1.0,5.0,21.0,11.0,20.0,21.0,9.0,1.0,9.0,3.0,21.0,1.0,5.0,8.0,7.0,1.0,5.0
Collier,Florida,"$36,439 ","$55,843 ","$65,980 ","328,209","122,972","Collier, Florida",9,9,2.0,6.0,3.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,2.0,1.0,1.0,3.0,3.0,0.0,6.0,6.0,2.0,0.0,2.0,0.0,5.0,1.0,4.0,1.0,3.0,0.0,1.0
York,Virginia,"$36,373 ","$82,073 ","$95,392 ","65,762","24,071","York, Virginia",1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Divide,North Dakota,"$36,303 ","$55,057 ","$69,632 ","2,155","1,035","Divide, North Dakota",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anchorage,Alaska,"$36,214 ","$77,454 ","$90,466 ","295,237","105,208","Anchorage, Alaska",11,9,2.0,7.0,2.0,5.0,7.0,4.0,6.0,7.0,8.0,6.0,7.0,0.0,5.0,0.0,1.0,7.0,1.0,7.0,6.0,4.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Carroll,Maryland,"$36,153 ","$84,790 ","$100,643 ","167,261","59,909","Carroll, Maryland",6,4,0.0,4.0,1.0,2.0,4.0,3.0,0.0,3.0,6.0,1.0,4.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0
Barnstable,Massachusetts,"$36,142 ","$60,526 ","$76,311 ","215,449","95,398","Barnstable, Massachusetts",18,12,11.0,15.0,13.0,5.0,13.0,14.0,10.0,14.0,15.0,13.0,14.0,6.0,13.0,2.0,1.0,11.0,11.0,12.0,13.0,4.0,5.0,6.0,0.0,11.0,1.0,9.0,7.0,3.0,1.0,1.0
Jefferson,Colorado,"$36,087 ","$68,984 ","$84,957 ","540,669","219,562","Jefferson, Colorado",11,9,5.0,9.0,7.0,7.0,6.0,9.0,4.0,7.0,9.0,9.0,9.0,4.0,7.0,0.0,2.0,6.0,7.0,8.0,9.0,2.0,4.0,7.0,3.0,8.0,4.0,7.0,4.0,6.0,1.0,3.0
Elbert,Colorado,"$36,077 ","$82,118 ","$89,653 ","23,295","8,240","Elbert, Colorado",1,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
St. Mary's,Maryland,"$36,017 ","$85,672 ","$95,186 ","107,079","37,589","St. Mary's, Maryland",4,4,2.0,4.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Sublette,Wyoming,"$35,944 ","$77,900 ","$85,885 ","10,178","3,502","Sublette, Wyoming",1,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas,Iowa,"$35,844 ","$73,847 ","$90,092 ","69,526","26,262","Dallas, Iowa",4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Kendall,Texas,"$35,827 ","$73,410 ","$86,750 ","34,951","12,760","Kendall, Texas",2,2,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda,California,"$35,763 ","$72,112 ","$88,618 ","1,535,248","545,071","Alameda, California",36,29,25.0,26.0,17.0,9.0,22.0,18.0,16.0,16.0,26.0,22.0,15.0,1.0,12.0,8.0,19.0,14.0,14.0,25.0,13.0,7.0,4.0,6.0,7.0,11.0,5.0,8.0,8.0,1.0,7.0,1.0
Blaine,Idaho,"$35,524 ","$64,042 ","$76,575 ","21,294","9,207","Blaine, Idaho",2,2,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Minnesota,"$35,467 ","$86,112 ","$97,693 ","132,774","45,630","Scott, Minnesota",1,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Harford,Maryland,"$35,425 ","$80,622 ","$92,642 ","246,664","90,708","Harford, Maryland",3,1,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
Fayette,Georgia,"$35,344 ","$79,977 ","$91,574 ","107,105","37,930","Fayette, Georgia",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Plymouth,Massachusetts,"$35,220 ","$75,092 ","$90,431 ","497,386","179,617","Plymouth, Massachusetts",20,14,4.0,10.0,6.0,9.0,9.0,11.0,5.0,9.0,11.0,9.0,8.0,5.0,4.0,0.0,1.0,10.0,5.0,8.0,10.0,4.0,4.0,6.0,2.0,11.0,2.0,4.0,2.0,6.0,0.0,2.0
Saratoga,New York,"$35,176 ","$69,826 ","$87,058 ","221,169","88,460","Saratoga, New York",9,7,3.0,7.0,3.0,6.0,8.0,8.0,2.0,6.0,8.0,6.0,7.0,6.0,7.0,0.0,1.0,5.0,4.0,6.0,5.0,3.0,3.0,4.0,1.0,8.0,0.0,4.0,3.0,3.0,1.0,3.0
Essex,Massachusetts,"$35,167 ","$67,311 ","$84,185 ","750,808","286,008","Essex, Massachusetts",26,19,7.0,18.0,14.0,13.0,15.0,17.0,11.0,18.0,20.0,17.0,17.0,13.0,11.0,2.0,3.0,12.0,9.0,14.0,13.0,0.0,11.0,10.0,3.0,19.0,2.0,9.0,7.0,5.0,1.0,2.0
Platte,Missouri,"$35,143 ","$67,721 ","$83,110 ","90,842","36,781","Platte, Missouri",4,2,0.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
Union,New Jersey,"$35,089 ","$68,507 ","$83,164 ","540,568","185,483","Union, New Jersey",6,5,3.0,6.0,4.0,0.0,4.0,2.0,3.0,5.0,6.0,5.0,6.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
Placer,California,"$34,886 ","$72,725 ","$87,352 ","355,924","132,709","Placer, California",19,14,1.0,3.0,0.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
El Dorado,California,"$34,884 ","$69,297 ","$85,253 ","180,982","67,885","El Dorado, California",10,9,9.0,8.0,4.0,6.0,9.0,6.0,6.0,8.0,9.0,8.0,5.0,1.0,6.0,0.0,7.0,5.0,6.0,6.0,7.0,4.0,5.0,5.0,4.0,9.0,0.0,0.0,1.0,3.0,0.0,1.0
Routt,Colorado,"$34,873 ","$62,002 ","$74,559 ","23,409","9,647","Routt, Colorado",3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota,Minnesota,"$34,828 ","$73,732 ","$88,889 ","402,306","154,275","Dakota, Minnesota",6,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Napa,California,"$34,795 ","$70,443 ","$79,700 ","137,837","49,431","Napa, California",6,5,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,0.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0
St. Louis,Missouri,"$34,795 ","$58,910 ","$75,532 ","999,725","403,293","St. Louis, Missouri",16,12,2.0,12.0,5.0,13.0,10.0,9.0,2.0,11.0,12.0,12.0,10.0,1.0,8.0,3.0,5.0,10.0,5.0,8.0,10.0,3.0,2.0,3.0,0.0,8.0,1.0,1.0,2.0,2.0,0.0,2.0
Hartford,Connecticut,"$34,698 ","$64,967 ","$81,805 ","895,827","347,874","Hartford, Connecticut",34,14,8.0,9.0,9.0,5.0,8.0,10.0,2.0,8.0,10.0,8.0,10.0,7.0,6.0,0.0,1.0,4.0,3.0,6.0,10.0,2.0,1.0,5.0,0.0,10.0,0.0,3.0,1.0,3.0,0.0,0.0
Rockwall,Texas,"$34,617 ","$86,119 ","$92,837 ","81,020","26,820","Rockwall, Texas",1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Rockland,New York,"$34,591 ","$84,951 ","$99,649 ","315,069","98,326","Rockland, New York",8,8,3.0,7.0,5.0,4.0,4.0,6.0,3.0,6.0,8.0,7.0,7.0,6.0,6.0,0.0,2.0,2.0,4.0,6.0,5.0,0.0,4.0,4.0,0.0,6.0,0.0,4.0,2.0,4.0,0.0,2.0
Forsyth,Georgia,"$34,582 ","$86,569 ","$99,573 ","182,916","58,080","Forsyth, Georgia",2,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange,North Carolina,"$34,465 ","$55,569 ","$84,770 ","136,057","51,403","Orange, North Carolina",5,5,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,3.0
Geauga,Ohio,"$34,455 ","$67,663 ","$81,952 ","93,610","34,621","Geauga, Ohio",3,1,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Tolland,Connecticut,"$34,392 ","$80,529 ","$95,996 ","152,366","54,327","Tolland, Connecticut",9,6,1.0,6.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,3.0,4.0,6.0,6.0,6.0,3.0,1.0,4.0,0.0,6.0,0.0,4.0,6.0,3.0,0.0,1.0
Hillsborough,New Hampshire,"$34,390 ","$69,829 ","$84,430 ","402,017","154,324","Hillsborough, New Hampshire",17,10,9.0,13.0,8.0,11.0,13.0,11.0,7.0,11.0,15.0,12.0,11.0,11.0,12.0,1.0,0.0,10.0,10.0,9.0,13.0,1.0,5.0,3.0,5.0,10.0,3.0,4.0,4.0,2.0,0.0,2.0
Baltimore,Maryland,"$34,374 ","$66,486 ","$81,116 ","812,261","313,912","Baltimore, Maryland",19,12,3.0,13.0,5.0,2.0,8.0,11.0,0.0,10.0,15.0,11.0,10.0,2.0,8.0,3.0,2.0,12.0,9.0,8.0,5.0,1.0,3.0,3.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0
Middlesex,New Jersey,"$34,345 ","$79,596 ","$93,519 ","817,026","280,988","Middlesex, New Jersey",6,5,2.0,3.0,3.0,0.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
King George,Virginia,"$34,234 ","$81,753 ","$90,752 ","24,151","8,314","King George, Virginia",1,0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Douglas,Nevada,"$34,123 ","$60,100 ","$67,597 ","47,035","19,455","Douglas, Nevada",3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fort Bend,Texas,"$34,084 ","$85,297 ","$94,931 ","608,939","191,406","Fort Bend, Texas",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Olmsted,Minnesota,"$34,073 ","$66,252 ","$83,250 ","146,063","57,262","Olmsted, Minnesota",4,4,3.0,4.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0
Orange,California,"$34,057 ","$75,422 ","$84,765 ","3,051,771","995,512","Orange, California",27,16,13.0,18.0,13.0,9.0,16.0,17.0,13.0,16.0,17.0,17.0,16.0,0.0,8.0,1.0,16.0,11.0,6.0,15.0,10.0,9.0,0.0,10.0,1.0,17.0,2.0,10.0,6.0,4.0,2.0,1.0
Martin,Florida,"$34,057 ","$49,846 ","$68,003 ","147,786","59,891","Martin, Florida",1,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Summit,Colorado,"$34,025 ","$63,697 ","$79,420 ","28,091","11,138","Summit, Colorado",2,1,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Monroe,Florida,"$33,974 ","$53,607 ","$63,550 ","74,213","28,503","Monroe, Florida",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Denton,Texas,"$33,855 ","$74,155 ","$90,086 ","687,857","243,394","Denton, Texas",4,3,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
Campbell,Wyoming,"$33,850 ","$79,488 ","$84,746 ","46,901","17,108","Campbell, Wyoming",1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Kent,Rhode Island,"$33,814 ","$62,279 ","$80,038 ","165,628","68,880","Kent, Rhode Island",3,2,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountrail,North Dakota,"$33,803 ","$68,722 ","$76,282 ","8,280","3,069","Mountrail, North Dakota",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oconee,Georgia,"$33,801 ","$75,004 ","$82,625 ","33,240","11,485","Oconee, Georgia",2,2,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Dunn,North Dakota,"$33,788 ","$60,500 ","$76,346 ","3,786","1,438","Dunn, North Dakota",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New London,Connecticut,"$33,782 ","$66,583 ","$82,076 ","274,090","107,066","New London, Connecticut",21,12,6.0,14.0,12.0,12.0,12.0,13.0,5.0,10.0,14.0,13.0,12.0,12.0,13.0,1.0,2.0,7.0,12.0,12.0,12.0,2.0,3.0,5.0,3.0,12.0,2.0,2.0,3.0,2.0,0.0,0.0
Dane,Wisconsin,"$33,712 ","$61,721 ","$83,509 ","496,762","206,982","Dane, Wisconsin",42,26,15.0,24.0,21.0,8.0,20.0,22.0,12.0,23.0,24.0,24.0,21.0,19.0,23.0,2.0,10.0,16.0,20.0,13.0,18.0,8.0,0.0,9.0,11.0,22.0,6.0,8.0,13.0,7.0,0.0,8.0
Midland,Texas,"$33,672 ","$62,993 ","$72,635 ","142,289","50,644","Midland, Texas",2,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Columbia,New York,"$33,613 ","$57,336 ","$72,649 ","62,674","25,280","Columbia, New York",8,5,4.0,6.0,5.0,5.0,6.0,6.0,1.0,6.0,5.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,6.0,0.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,3.0
Dutchess,New York,"$33,594 ","$72,525 ","$88,777 ","297,385","107,830","Dutchess, New York",16,10,6.0,11.0,7.0,6.0,8.0,8.0,3.0,8.0,11.0,6.0,8.0,6.0,7.0,0.0,2.0,7.0,8.0,6.0,8.0,4.0,7.0,3.0,1.0,9.0,4.0,3.0,7.0,2.0,1.0,2.0
Oldham,Kentucky,"$33,591 ","$83,391 ","$91,587 ","60,940","19,532","Oldham, Kentucky",2,1,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
Warren,New Jersey,"$33,555 ","$70,912 ","$85,091 ","108,150","41,463","Warren, New Jersey",5,5,1.0,5.0,3.0,4.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,2.0,4.0,0.0,1.0,2.0,3.0,4.0,5.0,1.0,0.0,3.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0
Hanover,Virginia,"$33,540 ","$75,070 ","$88,604 ","100,328","36,927","Hanover, Virginia",2,2,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
Storey,Nevada,"$33,472 ","$61,573 ","$64,173 ","3,981","1,843","Storey, Nevada",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dukes,Massachusetts,"$33,363 ","$66,288 ","$82,452 ","16,739","5,891","Dukes, Massachusetts",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Towner,North Dakota,"$33,357 ","$55,521 ","$67,969 ","2,285","1,034","Towner, North Dakota",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shelby,Alabama,"$33,313 ","$68,770 ","$82,558 ","198,366","74,144","Shelby, Alabama",8,4,2.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
Chittenden,Vermont,"$33,281 ","$63,989 ","$83,887 ","157,637","62,587","Chittenden, Vermont",17,14,12.0,14.0,9.0,13.0,11.0,11.0,3.0,13.0,14.0,13.0,13.0,12.0,11.0,0.0,3.0,8.0,9.0,14.0,9.0,3.0,5.0,8.0,2.0,13.0,2.0,10.0,6.0,2.0,2.0,8.0
Denver,Colorado,"$33,251 ","$50,313 ","$63,705 ","619,297","266,069","Denver, Colorado",15,15,7.0,8.0,3.0,1.0,7.0,6.0,3.0,7.0,9.0,8.0,8.0,1.0,6.0,2.0,3.0,6.0,3.0,8.0,6.0,0.0,3.0,5.0,1.0,6.0,1.0,4.0,2.0,1.0,0.0,0.0
Washtenaw,Michigan,"$33,231 ","$59,055 ","$85,115 ","348,560","135,800","Washtenaw, Michigan",14,11,6.0,11.0,10.0,10.0,9.0,11.0,5.0,11.0,11.0,11.0,10.0,11.0,9.0,0.0,5.0,9.0,10.0,8.0,11.0,6.0,0.0,8.0,3.0,10.0,3.0,2.0,3.0,4.0,4.0,3.0
Travis,Texas,"$33,206 ","$58,025 ","$73,951 ","1,063,248","411,876","Travis, Texas",11,10,6.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,6.0,3.0,6.0,0.0,5.0,5.0,6.0,6.0,6.0,2.0,3.0,5.0,2.0,6.0,3.0,4.0,4.0,4.0,1.0,4.0
Delaware,Pennsylvania,"$33,179 ","$64,041 ","$81,523 ","559,771","204,771","Delaware, Pennsylvania",6,5,1.0,5.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,2.0,3.0,0.0,0.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0,3.0,0.0,1.0
Warren,Ohio,"$33,172 ","$72,487 ","$85,636 ","215,274","76,546","Warren, Ohio",4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madison,Mississippi,"$33,170 ","$59,904 ","$73,775 ","97,151","36,342","Madison, Mississippi",3,2,0.0,2.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Wake,North Carolina,"$33,166 ","$66,006 ","$83,568 ","929,214","348,627","Wake, North Carolina",15,14,6.0,13.0,8.0,11.0,13.0,10.0,6.0,13.0,13.0,12.0,12.0,1.0,10.0,1.0,7.0,13.0,10.0,10.0,12.0,4.0,2.0,6.0,1.0,9.0,1.0,1.0,4.0,5.0,0.0,0.0
Grand Isle,Vermont,"$33,159 ","$59,509 ","$69,722 ","6,984","3,023","Grand Isle, Vermont",1,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Henrico,Virginia,"$33,115 ","$61,048 ","$75,640 ","311,314","123,683","Henrico, Virginia",5,5,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,0.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0
McKenzie,North Dakota,"$33,078 ","$64,866 ","$77,366 ","7,377","2,666","McKenzie, North Dakota",1,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobb,Georgia,"$33,069 ","$63,920 ","$78,058 ","699,235","261,242","Cobb, Georgia",6,3,2.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,0.0,1.0
