date,state,positive,negative,recovered,dateModified,checkTimeEt,death,dateChecked,total,totalTestResults,totalTestResultsIncrease,Total - TotalTestResults
20200531,AL,17903.0,199650.0,9355.0,2020-05-31T00:00:00Z,05/30 20:00,631.0,2020-05-31T00:00:00Z,217553,217553,5352,0
20200601,AL,18363.0,205160.0,9355.0,2020-06-01T00:00:00Z,05/31 20:00,646.0,2020-06-01T00:00:00Z,223523,223523,5970,0
20200602,AL,18642.0,205160.0,9355.0,2020-06-01T00:00:00Z,05/31 20:00,651.0,2020-06-01T00:00:00Z,223802,223802,279,0
20200603,AL,18851.0,212743.0,11395.0,2020-06-03T00:00:00Z,06/02 20:00,653.0,2020-06-03T00:00:00Z,231594,231594,7792,0
20200604,AL,19072.0,216227.0,11395.0,2020-06-04T00:00:00Z,06/03 20:00,653.0,2020-06-04T00:00:00Z,235299,235299,3705,0
20200605,AL,19387.0,220086.0,11395.0,2020-06-05T11:00:00Z,06/05 07:00,676.0,2020-06-05T11:00:00Z,239473,239473,4174,0
20200606,AL,20043.0,225601.0,11395.0,2020-06-06T11:00:00Z,06/06 07:00,689.0,2020-06-06T11:00:00Z,245644,245644,6171,0
20200607,AL,20500.0,239066.0,11395.0,2020-06-07T11:00:00Z,06/07 07:00,692.0,2020-06-07T11:00:00Z,259566,259566,13922,0
20200608,AL,20925.0,239066.0,11395.0,2020-06-08T11:00:00Z,06/08 07:00,718.0,2020-06-08T11:00:00Z,259991,259991,425,0
20200609,AL,21422.0,246317.0,11395.0,2020-06-09T11:00:00Z,06/09 07:00,729.0,2020-06-09T11:00:00Z,267739,267739,7748,0
20200610,AL,21989.0,251068.0,13508.0,2020-06-10T11:00:00Z,06/10 07:00,744.0,2020-06-10T11:00:00Z,273057,273057,5318,0
20200611,AL,22845.0,255981.0,13508.0,2020-06-11T11:00:00Z,06/11 07:00,755.0,2020-06-11T11:00:00Z,278826,278826,5769,0
20200612,AL,23710.0,262675.0,13508.0,2020-06-12T11:00:00Z,06/12 07:00,769.0,2020-06-12T11:00:00Z,286385,286385,7559,0
20200613,AL,24601.0,268651.0,13508.0,2020-06-13T11:00:00Z,06/13 07:00,773.0,2020-06-13T11:00:00Z,293252,293252,6867,0
20200614,AL,25615.0,271840.0,13508.0,2020-06-14T11:00:00Z,06/14 07:00,773.0,2020-06-14T11:00:00Z,297455,297455,4203,0
20200615,AL,26272.0,276402.0,13508.0,2020-06-15T11:00:00Z,06/15 07:00,774.0,2020-06-15T11:00:00Z,302674,302674,5219,0
20200616,AL,26912.0,278512.0,13508.0,2020-06-16T11:00:00Z,06/16 07:00,785.0,2020-06-16T11:00:00Z,305424,305424,2750,0
20200617,AL,27312.0,283411.0,15974.0,2020-06-17T11:00:00Z,06/17 07:00,790.0,2020-06-17T11:00:00Z,310723,310723,5299,0
20200618,AL,28206.0,294328.0,15974.0,2020-06-18T11:00:00Z,06/18 07:00,810.0,2020-06-18T11:00:00Z,322534,322534,11811,0
20200619,AL,29002.0,302323.0,15974.0,2020-06-19T11:00:00Z,06/19 07:00,822.0,2020-06-19T11:00:00Z,331325,331325,8791,0
20200620,AL,29549.0,309974.0,15974.0,2020-06-20T11:00:00Z,06/20 07:00,838.0,2020-06-20T11:00:00Z,339523,339523,8198,0
20200621,AL,30021.0,314657.0,15974.0,2020-06-21T11:00:00Z,06/21 07:00,839.0,2020-06-21T11:00:00Z,344678,344678,5155,0
20200622,AL,30454.0,318656.0,15974.0,2020-06-22T11:00:00Z,06/22 07:00,841.0,2020-06-22T11:00:00Z,349110,349110,4432,0
20200623,AL,31097.0,322941.0,15974.0,2020-06-23T11:00:00Z,06/23 07:00,864.0,2020-06-23T11:00:00Z,354038,354038,4928,0
20200624,AL,32064.0,326695.0,18866.0,2020-06-24T11:00:00Z,06/24 07:00,891.0,2020-06-24T11:00:00Z,358759,358759,4721,0
20200625,AL,33206.0,336252.0,18866.0,2020-06-25T11:00:00Z,06/25 07:00,896.0,2020-06-25T11:00:00Z,369458,369458,10699,0
20200626,AL,34183.0,344140.0,18866.0,2020-06-26T11:00:00Z,06/26 07:00,907.0,2020-06-26T11:00:00Z,378323,378323,8865,0
20200627,AL,35083.0,348943.0,18866.0,2020-06-27T11:00:00Z,06/27 07:00,919.0,2020-06-27T11:00:00Z,384026,384026,5703,0
20200628,AL,35441.0,350839.0,18866.0,2020-06-28T11:00:00Z,06/28 07:00,919.0,2020-06-28T11:00:00Z,386280,386280,2254,0
20200629,AL,37175.0,356118.0,18866.0,2020-06-29T11:00:00Z,06/29 07:00,929.0,2020-06-29T11:00:00Z,393293,393293,7013,0
20200630,AL,38045.0,368607.0,18866.0,2020-06-30T11:00:00Z,06/30 07:00,950.0,2020-06-30T11:00:00Z,406652,406652,13359,0
20200306,AR,0.0,6.0,,,,,,6,6,0,0
20200307,AR,0.0,6.0,,,,,,6,6,0,0
20200308,AR,0.0,6.0,,,,,,6,6,0,0
20200309,AR,0.0,12.0,,,,,,12,12,6,0
20200310,AR,0.0,12.0,,,,,,15,12,0,3
20200311,AR,0.0,12.0,,,,,,26,12,0,14
20200312,AR,6.0,24.0,,2020-03-11T00:00:00Z,03/10 20:00,,2020-03-11T00:00:00Z,50,30,18,20
20200313,AR,9.0,30.0,,2020-03-13T00:00:00Z,03/12 20:00,,2020-03-13T00:00:00Z,61,39,9,22
20200314,AR,12.0,65.0,,2020-03-13T00:00:00Z,03/12 20:00,,2020-03-13T00:00:00Z,103,77,38,26
20200315,AR,16.0,103.0,,2020-03-15T00:00:00Z,03/14 20:00,,2020-03-15T00:00:00Z,149,119,42,30
20200316,AR,22.0,132.0,,2020-03-16T15:08:00Z,03/16 11:08,,2020-03-16T15:08:00Z,168,154,35,14
20200317,AR,22.0,197.0,,2020-03-17T00:00:00Z,03/16 20:00,,2020-03-17T00:00:00Z,260,219,65,41
20200318,AR,33.0,236.0,,2020-03-18T00:00:00Z,03/17 20:00,,2020-03-18T00:00:00Z,319,269,50,50
20200319,AR,46.0,310.0,,2020-03-19T11:23:00Z,03/19 07:23,,2020-03-19T11:23:00Z,469,356,87,113
20200320,AR,96.0,351.0,,2020-03-20T14:19:00Z,03/20 10:19,,2020-03-20T14:19:00Z,650,447,91,203
20200321,AR,118.0,567.0,,2020-03-21T13:47:00Z,03/21 09:47,,2020-03-21T13:47:00Z,839,685,238,154
20200322,AR,165.0,711.0,,2020-03-22T13:45:00Z,03/22 09:45,0.0,2020-03-22T13:45:00Z,995,876,191,119
20200323,AR,174.0,906.0,,2020-03-23T00:00:00Z,03/22 20:00,0.0,2020-03-23T00:00:00Z,1080,1080,204,0
20200324,AR,218.0,947.0,,2020-03-24T00:00:00Z,03/23 20:00,0.0,2020-03-24T00:00:00Z,1165,1165,85,0
20200325,AR,280.0,1437.0,11.0,2020-03-25T09:19:00Z,03/25 05:19,2.0,2020-03-25T09:19:00Z,1717,1717,552,0
20200326,AR,335.0,1504.0,13.0,2020-03-26T00:00:00Z,03/25 20:00,3.0,2020-03-26T00:00:00Z,1839,1839,122,0
20200327,AR,381.0,1545.0,19.0,2020-03-27T14:05:00Z,03/27 10:05,3.0,2020-03-27T14:05:00Z,1926,1926,87,0
20200328,AR,404.0,2938.0,24.0,2020-03-28T00:00:00Z,03/27 20:00,5.0,2020-03-28T00:00:00Z,3342,3342,1416,0
20200329,AR,426.0,3027.0,28.0,2020-03-29T11:10:00Z,03/29 07:10,6.0,2020-03-29T11:10:00Z,3453,3453,111,0
20200330,AR,473.0,5262.0,29.0,2020-03-30T15:42:00Z,03/30 11:42,7.0,2020-03-30T15:42:00Z,5735,5735,2282,0
20200331,AR,523.0,5959.0,35.0,2020-03-31T14:59:00Z,03/31 10:59,8.0,2020-03-31T14:59:00Z,6482,6482,747,0
20200401,AR,584.0,7354.0,42.0,2020-04-01T13:26:00Z,04/01 09:26,10.0,2020-04-01T13:26:00Z,7938,7938,1456,0
20200402,AR,643.0,7880.0,47.0,2020-04-02T14:45:00Z,04/02 10:45,12.0,2020-04-02T14:45:00Z,8523,8523,585,0
20200403,AR,704.0,8995.0,60.0,2020-04-03T16:21:00Z,04/03 12:21,12.0,2020-04-03T16:21:00Z,9699,9699,1176,0
20200404,AR,743.0,9627.0,79.0,2020-04-04T00:00:00Z,04/03 20:00,14.0,2020-04-04T00:00:00Z,10370,10370,671,0
20200405,AR,830.0,10412.0,97.0,2020-04-05T14:34:00Z,04/05 10:34,16.0,2020-04-05T14:34:00Z,11242,11242,872,0
20200406,AR,875.0,11970.0,102.0,2020-04-06T14:35:00Z,04/06 10:35,16.0,2020-04-06T14:35:00Z,12845,12845,1603,0
20200407,AR,946.0,12692.0,142.0,2020-04-07T14:41:00Z,04/07 10:41,16.0,2020-04-07T14:41:00Z,13638,13638,793,0
20200408,AR,1000.0,13530.0,208.0,2020-04-08T14:35:00Z,04/08 10:35,18.0,2020-04-08T14:35:00Z,14530,14530,892,0
20200409,AR,1119.0,13832.0,288.0,2020-04-09T14:35:00Z,04/09 10:35,21.0,2020-04-09T14:35:00Z,14951,14951,421,0
20200410,AR,1171.0,15949.0,312.0,2020-04-10T14:36:00Z,04/10 10:36,23.0,2020-04-10T14:36:00Z,17120,17120,2169,0
20200411,AR,1226.0,17352.0,340.0,2020-04-11T13:20:00Z,04/11 09:20,24.0,2020-04-11T13:20:00Z,18578,18578,1458,0
20200412,AR,1280.0,18442.0,367.0,2020-04-12T11:33:00Z,04/12 07:33,27.0,2020-04-12T11:33:00Z,19722,19722,1144,0
20200413,AR,1410.0,19394.0,391.0,2020-04-13T13:33:00Z,04/13 09:33,30.0,2020-04-13T13:33:00Z,20804,20804,1082,0
20200414,AR,1480.0,19651.0,427.0,2020-04-14T14:46:00Z,04/14 10:46,30.0,2020-04-14T14:46:00Z,21131,21131,327,0
20200415,AR,1569.0,20265.0,489.0,2020-04-15T14:45:00Z,04/15 10:45,33.0,2020-04-15T14:45:00Z,21834,21834,703,0
20200416,AR,1620.0,21055.0,548.0,2020-04-16T14:45:00Z,04/16 10:45,37.0,2020-04-16T14:45:00Z,22675,22675,841,0
20200417,AR,1695.0,21799.0,593.0,2020-04-17T19:00:00Z,04/17 15:00,37.0,2020-04-17T19:00:00Z,23494,23494,819,0
20200418,AR,1739.0,22402.0,703.0,2020-04-17T19:00:00Z,04/17 15:00,38.0,2020-04-17T19:00:00Z,24141,24141,647,0
20200419,AR,1781.0,22428.0,721.0,2020-04-19T18:47:00Z,04/19 14:47,40.0,2020-04-19T18:47:00Z,24209,24209,68,0
20200420,AR,1923.0,24630.0,749.0,2020-04-20T14:30:00Z,04/20 10:30,42.0,2020-04-20T14:30:00Z,26553,26553,2344,0
20200421,AR,2227.0,25214.0,809.0,2020-04-21T00:00:00Z,04/20 20:00,43.0,2020-04-21T00:00:00Z,27441,27441,888,0
20200422,AR,2276.0,27437.0,863.0,2020-04-22T16:01:00Z,04/22 12:01,42.0,2020-04-22T16:01:00Z,29713,29713,2272,0
20200423,AR,2465.0,29125.0,902.0,2020-04-23T14:48:00Z,04/23 10:48,45.0,2020-04-23T14:48:00Z,31590,31590,1877,0
20200424,AR,2741.0,32837.0,929.0,2020-04-24T10:47:00Z,04/24 06:47,45.0,2020-04-24T10:47:00Z,35578,35578,3988,0
20200425,AR,2829.0,35224.0,964.0,2020-04-25T10:47:00Z,04/25 06:47,47.0,2020-04-25T10:47:00Z,38053,38053,2475,0
20200426,AR,2941.0,36528.0,985.0,2020-04-26T10:00:00Z,04/26 06:00,49.0,2020-04-26T10:00:00Z,39469,39469,1416,0
20200427,AR,3017.0,37440.0,987.0,2020-04-27T15:00:00Z,04/27 11:00,50.0,2020-04-27T15:00:00Z,40457,40457,988,0
20200428,AR,3111.0,37560.0,1146.0,2020-04-28T09:00:00Z,04/28 05:00,52.0,2020-04-28T09:00:00Z,40671,40671,214,0
20200429,AR,3192.0,42257.0,1249.0,2020-04-29T09:00:00Z,04/29 05:00,59.0,2020-04-29T09:00:00Z,45449,45449,4778,0
20200430,AR,3255.0,45124.0,1305.0,2020-04-30T14:49:00Z,04/30 10:49,61.0,2020-04-30T14:49:00Z,48379,48379,2930,0
20200501,AR,3321.0,46355.0,1973.0,2020-05-01T14:50:00Z,05/01 10:50,64.0,2020-05-01T14:50:00Z,49676,49676,1297,0
20200502,AR,3372.0,48210.0,1987.0,2020-05-02T14:47:00Z,05/02 10:47,73.0,2020-05-02T14:47:00Z,51582,51582,1906,0
20200503,AR,3431.0,49459.0,1999.0,2020-05-03T13:30:00Z,05/03 09:30,76.0,2020-05-03T13:30:00Z,52890,52890,1308,0
20200504,AR,3458.0,50984.0,2016.0,2020-05-03T15:40:00Z,05/03 11:40,81.0,2020-05-03T15:40:00Z,54442,54442,1552,0
20200505,AR,3496.0,51139.0,2041.0,2020-05-05T16:10:00Z,05/05 12:10,83.0,2020-05-05T16:10:00Z,54635,54635,193,0
20200506,AR,3568.0,55435.0,2109.0,2020-05-06T14:42:00Z,05/06 10:42,85.0,2020-05-06T14:42:00Z,59003,59003,4368,0
20200507,AR,3611.0,56384.0,2123.0,2020-05-07T09:43:00Z,05/07 05:43,87.0,2020-05-07T09:43:00Z,59995,59995,992,0
20200508,AR,3694.0,60300.0,2159.0,2020-05-08T08:15:00Z,05/08 04:15,88.0,2020-05-08T08:15:00Z,63994,63994,3999,0
20200509,AR,3747.0,61781.0,2968.0,2020-05-09T10:15:00Z,05/09 06:15,88.0,2020-05-09T10:15:00Z,65528,65528,1534,0
20200510,AR,3747.0,61781.0,2968.0,2020-05-10T10:15:00Z,05/10 06:15,88.0,2020-05-10T10:15:00Z,65528,65528,0,0
20200511,AR,4034.0,64996.0,3149.0,2020-05-10T19:05:00Z,05/10 15:05,94.0,2020-05-10T19:05:00Z,69030,69030,3502,0
20200512,AR,4164.0,66280.0,3220.0,2020-05-11T18:55:00Z,05/11 14:55,95.0,2020-05-11T18:55:00Z,70444,70444,1414,0
20200513,AR,4164.0,69051.0,3220.0,2020-05-12T18:33:00Z,05/12 14:33,95.0,2020-05-12T18:33:00Z,73215,73215,2771,0
20200514,AR,4236.0,71582.0,3277.0,2020-05-14T08:20:00Z,05/14 04:20,97.0,2020-05-14T08:20:00Z,75818,75818,2603,0
20200515,AR,4463.0,77066.0,3390.0,2020-05-15T16:20:00Z,05/15 12:20,98.0,2020-05-15T16:20:00Z,81529,81529,5711,0
20200516,AR,4578.0,77066.0,3472.0,2020-05-15T16:20:00Z,05/15 12:20,98.0,2020-05-15T16:20:00Z,81644,81644,115,0
20200517,AR,4759.0,80426.0,3590.0,2020-05-17T00:00:00Z,05/16 20:00,98.0,2020-05-17T00:00:00Z,85185,85185,3541,0
20200518,AR,4813.0,80426.0,3645.0,2020-05-18T00:00:00Z,05/17 20:00,100.0,2020-05-18T00:00:00Z,85239,85239,54,0
20200519,AR,4923.0,88778.0,3739.0,2020-05-19T00:00:00Z,05/18 20:00,102.0,2020-05-19T00:00:00Z,93701,93701,8462,0
20200520,AR,5003.0,91255.0,3852.0,2020-05-20T00:00:00Z,05/19 20:00,107.0,2020-05-20T00:00:00Z,96258,96258,2557,0
20200521,AR,5458.0,93818.0,3915.0,2020-05-21T00:00:00Z,05/20 20:00,110.0,2020-05-21T00:00:00Z,99276,99276,3018,0
20200522,AR,5612.0,97435.0,4029.0,2020-05-22T00:00:00Z,05/21 20:00,113.0,2020-05-22T00:00:00Z,103047,103047,3771,0
20200523,AR,5612.0,97435.0,4029.0,2020-05-23T00:00:00Z,05/22 20:00,113.0,2020-05-23T00:00:00Z,103047,103047,0,0
20200524,AR,5922.0,102659.0,4148.0,2020-05-24T00:00:00Z,05/23 20:00,116.0,2020-05-24T00:00:00Z,108581,108581,5534,0
20200525,AR,6029.0,105593.0,4249.0,2020-05-25T00:00:00Z,05/24 20:00,117.0,2020-05-25T00:00:00Z,111622,111622,3041,0
20200526,AR,6180.0,105593.0,4332.0,2020-05-26T15:29:00Z,05/26 11:29,119.0,2020-05-26T15:29:00Z,111773,111773,151,0
20200527,AR,6277.0,109319.0,4424.0,2020-05-27T00:00:00Z,05/26 20:00,120.0,2020-05-27T00:00:00Z,115596,115596,3823,0
20200528,AR,6538.0,112364.0,4583.0,2020-05-27T19:30:00Z,05/27 15:30,120.0,2020-05-27T19:30:00Z,118902,118902,3306,0
20200529,AR,6538.0,113230.0,4583.0,2020-05-28T19:50:00Z,05/28 15:50,125.0,2020-05-28T19:50:00Z,119768,119768,866,0
20200530,AR,7013.0,119484.0,5166.0,2020-05-30T15:13:00Z,05/30 11:13,133.0,2020-05-30T15:13:00Z,126497,126497,6729,0
20200531,AR,7253.0,122262.0,5275.0,2020-05-30T15:13:00Z,05/30 11:13,133.0,2020-05-30T15:13:00Z,129515,129515,3018,0
20200601,AR,7443.0,125793.0,5401.0,2020-06-01T00:00:00Z,05/31 20:00,133.0,2020-06-01T00:00:00Z,133236,133236,3721,0
20200602,AR,7443.0,125793.0,5401.0,2020-06-02T00:00:00Z,06/01 20:00,133.0,2020-06-02T00:00:00Z,133236,133236,0,0
20200603,AR,8067.0,134413.0,5717.0,2020-06-03T00:00:00Z,06/02 20:00,142.0,2020-06-03T00:00:00Z,142480,142480,9244,0
20200604,AR,8067.0,134413.0,5717.0,2020-06-04T00:00:00Z,06/03 20:00,142.0,2020-06-04T00:00:00Z,142480,142480,0,0
20200605,AR,8651.0,138960.0,5919.0,2020-06-05T00:00:00Z,06/04 20:00,152.0,2020-06-05T00:00:00Z,147611,147611,5131,0
20200606,AR,9101.0,147656.0,6266.0,2020-06-06T15:00:00Z,06/06 11:00,154.0,2020-06-06T15:00:00Z,156757,156757,9146,0
20200607,AR,9426.0,150847.0,6424.0,2020-06-07T16:10:00Z,06/07 12:10,154.0,2020-06-07T16:10:00Z,160273,160273,3516,0
20200608,AR,9740.0,150847.0,6424.0,2020-06-08T15:10:00Z,06/08 11:10,155.0,2020-06-08T15:10:00Z,160587,160587,314,0
20200609,AR,10080.0,155701.0,6875.0,2020-06-09T15:00:00Z,06/09 11:00,161.0,2020-06-09T15:00:00Z,165781,165781,5194,0
20200610,AR,10368.0,165849.0,7116.0,2020-06-10T15:00:00Z,06/10 11:00,165.0,2020-06-10T15:00:00Z,176217,176217,10436,0
20200611,AR,10816.0,165849.0,7351.0,2020-06-11T14:50:00Z,06/11 10:50,171.0,2020-06-11T14:50:00Z,176665,176665,448,0
20200612,AR,11547.0,169575.0,7607.0,2020-06-12T15:10:00Z,06/12 11:10,176.0,2020-06-12T15:10:00Z,181122,181122,4457,0
20200613,AR,11547.0,175470.0,7607.0,2020-06-13T00:00:00Z,06/12 20:00,176.0,2020-06-13T00:00:00Z,187017,187017,5895,0
20200614,AR,12501.0,184488.0,8110.0,2020-06-14T00:00:00Z,06/13 20:00,179.0,2020-06-14T00:00:00Z,196989,196989,9972,0
20200615,AR,12917.0,191221.0,8352.0,2020-06-15T00:00:00Z,06/14 20:00,182.0,2020-06-15T00:00:00Z,204138,204138,7149,0
20200616,AR,13191.0,192375.0,8352.0,2020-06-16T15:10:00Z,06/16 11:10,182.0,2020-06-16T15:10:00Z,205566,205566,1428,0
20200617,AR,13606.0,207093.0,8996.0,2020-06-17T15:10:00Z,06/17 11:10,197.0,2020-06-17T15:10:00Z,220699,220699,15133,0
20200618,AR,13928.0,214506.0,9376.0,2020-06-18T15:10:00Z,06/18 11:10,208.0,2020-06-18T15:10:00Z,228434,228434,7735,0
20200619,AR,14631.0,220141.0,9712.0,2020-06-19T15:40:00Z,06/19 11:40,214.0,2020-06-19T15:40:00Z,234772,234772,6338,0
20200620,AR,15142.0,227092.0,10082.0,2020-06-20T00:00:00Z,06/19 20:00,224.0,2020-06-20T00:00:00Z,242234,242234,7462,0
20200621,AR,15142.0,227092.0,10082.0,2020-06-20T19:40:00Z,06/20 15:40,224.0,2020-06-20T19:40:00Z,242234,242234,0,0
20200622,AR,16083.0,240256.0,10793.0,2020-06-22T14:50:00Z,06/22 10:50,227.0,2020-06-22T14:50:00Z,256339,256339,14105,0
20200623,AR,16678.0,247814.0,11220.0,2020-06-23T14:50:00Z,06/23 10:50,237.0,2020-06-23T14:50:00Z,264492,264492,8153,0
20200624,AR,17375.0,254491.0,11568.0,2020-06-24T15:38:00Z,06/24 11:38,240.0,2020-06-24T15:38:00Z,271866,271866,7374,0
20200625,AR,18062.0,259318.0,12127.0,2020-06-25T15:20:00Z,06/25 11:20,240.0,2020-06-25T15:20:00Z,277380,277380,5514,0
20200626,AR,18062.0,259318.0,12127.0,2020-06-26T14:40:00Z,06/26 10:40,240.0,2020-06-26T14:40:00Z,277380,277380,0,0
20200627,AR,18740.0,265225.0,12784.0,2020-06-26T14:40:00Z,06/26 10:40,249.0,2020-06-26T14:40:00Z,283965,283965,6585,0
20200628,AR,19310.0,271912.0,13270.0,2020-06-27T19:00:00Z,06/27 15:00,259.0,2020-06-27T19:00:00Z,291222,291222,7257,0
20200629,AR,20257.0,282279.0,14066.0,2020-06-29T14:36:00Z,06/29 10:36,265.0,2020-06-29T14:36:00Z,302536,302536,11314,0
20200630,AR,20777.0,290426.0,14531.0,2020-06-30T15:16:00Z,06/30 11:16,270.0,2020-06-30T15:16:00Z,311203,311203,8667,0
20200316,AS,,,,2020-03-16T15:54:00Z,03/16 11:54,,2020-03-16T15:54:00Z,0,0,0,0
20200317,AS,,,,2020-03-14T00:00:00Z,03/13 20:00,,2020-03-14T00:00:00Z,0,0,0,0
20200318,AS,,,,2020-03-14T00:00:00Z,03/13 20:00,0.0,2020-03-14T00:00:00Z,0,0,0,0
20200319,AS,,,,2020-03-14T00:00:00Z,03/13 20:00,0.0,2020-03-14T00:00:00Z,0,0,0,0
20200320,AS,,,,2020-03-19T00:00:00Z,03/18 20:00,0.0,2020-03-19T00:00:00Z,0,0,0,0
20200321,AS,,,,2020-03-19T00:00:00Z,03/18 20:00,0.0,2020-03-19T00:00:00Z,0,0,0,0
20200322,AS,,,,2020-03-19T00:00:00Z,03/18 20:00,0.0,2020-03-19T00:00:00Z,0,0,0,0
20200323,AS,,,,2020-03-19T00:00:00Z,03/18 20:00,0.0,2020-03-19T00:00:00Z,0,0,0,0
20200324,AS,,,,2020-03-24T00:00:00Z,03/23 20:00,0.0,2020-03-24T00:00:00Z,0,0,0,0
20200325,AS,,,,2020-03-25T00:00:00Z,03/24 20:00,0.0,2020-03-25T00:00:00Z,0,0,0,0
20200326,AS,,,,2020-03-25T00:00:00Z,03/24 20:00,0.0,2020-03-25T00:00:00Z,0,0,0,0
20200327,AS,,,,2020-03-27T00:00:00Z,03/26 20:00,0.0,2020-03-27T00:00:00Z,0,0,0,0
20200328,AS,,,,2020-03-27T00:00:00Z,03/26 20:00,0.0,2020-03-27T00:00:00Z,0,0,0,0
20200329,AS,,,,2020-03-27T00:00:00Z,03/26 20:00,0.0,2020-03-27T00:00:00Z,0,0,0,0
20200330,AS,,,,2020-03-30T00:00:00Z,03/29 20:00,0.0,2020-03-30T00:00:00Z,0,0,0,0
20200331,AS,0.0,3.0,,2020-03-30T00:00:00Z,03/29 20:00,0.0,2020-03-30T00:00:00Z,5,3,3,2
20200401,AS,0.0,3.0,,2020-03-30T23:00:00Z,03/30 19:00,0.0,2020-03-30T23:00:00Z,5,3,0,2
20200402,AS,0.0,3.0,,2020-03-30T23:00:00Z,03/30 19:00,0.0,2020-03-30T23:00:00Z,5,3,0,2
20200403,AS,0.0,3.0,,2020-03-30T23:00:00Z,03/30 19:00,0.0,2020-03-30T23:00:00Z,5,3,0,2
20200404,AS,0.0,3.0,,2020-03-30T23:00:00Z,03/30 19:00,0.0,2020-03-30T23:00:00Z,5,3,0,2
20200405,AS,0.0,3.0,,2020-03-30T23:00:00Z,03/30 19:00,0.0,2020-03-30T23:00:00Z,5,3,0,2
20200406,AS,0.0,3.0,,2020-04-06T16:00:00Z,04/06 12:00,0.0,2020-04-06T16:00:00Z,5,3,0,2
20200407,AS,0.0,3.0,,2020-04-06T16:00:00Z,04/06 12:00,0.0,2020-04-06T16:00:00Z,5,3,0,2
20200408,AS,0.0,3.0,,2020-04-06T16:00:00Z,04/06 12:00,0.0,2020-04-06T16:00:00Z,5,3,0,2
20200409,AS,0.0,3.0,,2020-04-06T16:00:00Z,04/06 12:00,0.0,2020-04-06T16:00:00Z,5,3,0,2
20200410,AS,0.0,3.0,,2020-04-06T16:00:00Z,04/06 12:00,0.0,2020-04-06T16:00:00Z,5,3,0,2
20200411,AS,0.0,3.0,,2020-03-31T19:16:00Z,03/31 15:16,,2020-03-31T19:16:00Z,5,3,0,2
20200412,AS,0.0,3.0,,2020-03-31T19:16:00Z,03/31 15:16,,2020-03-31T19:16:00Z,5,3,0,2
20200413,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,3,3,0,0
20200414,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200415,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200416,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200417,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200418,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200419,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200420,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200421,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200422,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200423,AS,0.0,3.0,,2020-04-06T00:00:00Z,04/05 20:00,,2020-04-06T00:00:00Z,20,3,0,17
20200424,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,,2020-04-19T00:00:00Z,20,3,0,17
20200425,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200426,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200427,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200428,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200429,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200430,AS,0.0,3.0,,2020-04-19T00:00:00Z,04/18 20:00,0.0,2020-04-19T00:00:00Z,20,3,0,17
20200501,AS,0.0,57.0,,2020-05-01T00:00:00Z,04/30 20:00,0.0,2020-05-01T00:00:00Z,57,57,54,0
20200502,AS,0.0,57.0,,2020-05-01T00:00:00Z,04/30 20:00,0.0,2020-05-01T00:00:00Z,57,57,0,0
20200503,AS,0.0,57.0,,2020-05-01T00:00:00Z,04/30 20:00,0.0,2020-05-01T00:00:00Z,57,57,0,0
20200504,AS,0.0,83.0,,2020-05-03T00:00:00Z,05/02 20:00,0.0,2020-05-03T00:00:00Z,83,83,26,0
20200505,AS,0.0,83.0,,2020-05-03T00:00:00Z,05/02 20:00,0.0,2020-05-03T00:00:00Z,83,83,0,0
20200506,AS,0.0,83.0,,2020-05-03T00:00:00Z,05/02 20:00,0.0,2020-05-03T00:00:00Z,83,83,0,0
